subject,grade_level,cycle,strand_num,ilo_code,description
Mathematics,Standard 6,1,1,MA 1.42,"Categorize and differentiate between whole numbers, prime numbers, composite numbers and integers."
Mathematics,Standard 6,1,1,MA 1.43,Define the terms exponent and power to apply the concept of powers using repeated multiplication using 2 as the base number.
Mathematics,Standard 6,1,1,MA 1.44,Identify and write the square root of a perfect square.
Mathematics,Standard 6,1,1,MA 1.45,Identify and list the cubes of integers from 1 to 5 and of the number 10.
Mathematics,Standard 6,1,1,MA 1.46,Convert to and from base 10 and base 2 using place value charts.
Mathematics,Standard 6,1,3,MA 3.28,Add and subtract positive and negative numbers to solve mental and real-world problems.
Mathematics,Standard 6,1,3,MA 3.29,Solve and discuss real world word problems using addition and subtraction when there is an unknown quantity.
Mathematics,Standard 6,1,3,MA 3.30,Compare the commutative and associative properties of addition and explain the importance of each using real world examples.
Mathematics,Standard 6,2,4,MA 4.41,"Mentally multiply any 2-digit number by 4,5, 9, multiples of 10 and 25 & 50 using shortcuts."
Mathematics,Standard 6,2,4,MA 4.42,Multiply and divide two negative numbers.
Mathematics,Standard 6,2,4,MA 4.43,Identify the factors of negative whole numbers.
Mathematics,Standard 6,2,4,MA 4.44,Solve real-world multiplication and division problems to solve word problems in which there is an unknown quantity.
Mathematics,Standard 6,2,4,MA 4.45,Explain the importance of the commutative property of multiplication using real world examples.
Mathematics,Standard 6,2,4,MA 4.46,Solve problems requiring application of order of operations.
Mathematics,Standard 6,2,5,MA 5.44,Convert decimals to fractions for any value between 0 and 1 and vice versa.
Mathematics,Standard 6,2,5,MA 5.45,"Add, subtract, multiply and divide different types of fractions using real-life scenarios."
Mathematics,Standard 6,3,6,MA 6.40,Determine the perimeter of a 2D shape when the length of one or more sides is not known.
Mathematics,Standard 6,3,6,MA 6.41,Investigate and calculate the area of quadrilaterals and compound shapes
Mathematics,Standard 6,3,6,MA 6.42,Investigate and calculate surface area of cylinders and pyramids.
Mathematics,Standard 6,3,6,MA 6.43,"Investigate and calculate the volume of cylinders, rectangular pyramids and cones using formulas."
Mathematics,Standard 6,4,9,MA 9.24,"Create a line graph, bar graph and a histogram based on two or more data sets and make predictions after analysis"
Mathematics,Standard 6,4,9,MA 9.25,Use a table of values to plot a line on a coordinate graph.
Mathematics,Standard 6,4,9,MA 9.26,"Analyze, explain and solve real world problems of mean, median and mode."
Mathematics,Standard 6,4,9,MA 9.27,Explain that probability is a measure on a scale of 0-1 of how likely an event is to occur.
Mathematics,Standard 6,4,9,MA 9.28,"Determine the probability of an event from various types of charts, graphs and tables."
Mathematics,Standard 6,4,9,MA 9.30,Explore the probabilities involved with games of chance.
Mathematics,Standard 6,4,9,MA 9.31,Represent the outcome of a probability experiment on a circle graph.
